"date"	"samples"	"reads"	"bases"
""	NA	NA	NA
"2016-01-01"	764	2581855877	391558395175
"2016-01-02"	420	768151469	273206017034
"2016-01-03"	9	458219123	92219264488
"2016-01-04"	1405	278707351	37766613116
"2016-01-05"	239	29045153	16663586188
"2016-01-06"	347	127170560	34466964336
"2016-01-07"	121	7414224	3713018902
"2016-01-08"	665	56291998	11233824287
"2016-01-09"	231	40929236	17257306958
"2016-01-10"	176	714835819	88917932111
"2016-01-11"	774	9486860893	1761509316937
"2016-01-12"	57	604940228	124794165625
"2016-01-13"	359	262301113	66197489575
"2016-01-14"	363	2367552446	715410415831
"2016-01-15"	206	268644155	44418673762
"2016-01-16"	221	13785414	7601122864
"2016-01-17"	789	18534323	7623523736
"2016-01-18"	250	22341417	11739894591
"2016-01-19"	159	34023919	11057213340
"2016-01-20"	30	217290	72942940
"2016-01-21"	1077	126825099	36961637722
"2016-01-22"	132	50363919	18350049962
"2016-01-23"	22	335862780	80372497856
"2016-01-24"	58	193404985	42431652831
"2016-01-25"	NA	NA	NA
"2016-01-26"	172	61405859	13026854223
"2016-01-27"	965	87962422	24720098945
"2016-01-28"	160	3437384	1026870536
"2016-01-29"	886	62216707	23181263339
"2016-01-30"	246	444058239	69991532029
"2016-01-31"	74	13979693	3564785960
"2016-02-01"	50	45098846	9488115984
"2016-02-02"	187	169232566	35095574956
"2016-02-03"	399	35350380	10972068443
"2016-02-04"	783	940408224	209550093792
"2016-02-05"	598	116124468	12437356609
"2016-02-06"	520	521193146	146162639885
"2016-02-07"	156	72114690	18054088457
"2016-02-08"	1	4127823	1246602546
"2016-02-09"	345	17031821	9721584024
"2016-02-10"	666	81672763	24349872890
"2016-02-11"	198	60341327	18307910607
"2016-02-12"	166	316790138	104706434104
"2016-02-13"	585	332666137	166255355843
"2016-02-14"	574	96540488	36283037891
"2016-02-15"	200	43124137	23424017775
"2016-02-16"	291	213514983	55640400971
"2016-02-17"	682	102252595	43962783118
"2016-02-18"	56	358070	157929817
"2016-02-19"	1904	68703850	31669621755
"2016-02-20"	350	498925508	128124807523
"2016-02-21"	24	59463922	16742468097
"2016-02-22"	30	14046399	7740118031
"2016-02-23"	78	52903834	9081013869
"2016-02-24"	1379	4059466863	661835056171
"2016-02-25"	67	340838	110001265
"2016-02-26"	194	208329650	46720861904
"2016-02-27"	119	27679555	5870076848
"2016-02-28"	205	30995327	11477831998
"2016-02-29"	82	7811989	4493538316
"2016-03-01"	902	615891766	186723604987
"2016-03-02"	95	304885695	91585672106
"2016-03-03"	86	964556920	279437379025
"2016-03-04"	2564	6862453210	1717795366934
"2016-03-05"	270	16901701	7304249357
"2016-03-06"	437	56728785	16271488909
"2016-03-07"	254	21852916	10714675219
"2016-03-08"	163	132399695	27977322505
"2016-03-09"	186	317581477	72300973607
"2016-03-10"	929	1286316817	317451425314
"2016-03-11"	3155	513664488	155286934455
"2016-03-12"	1151	1829850609	434764276796
"2016-03-13"	479	291916183	79353226131
"2016-03-14"	815	1151115201	350564987235
"2016-03-15"	3821	144330068	57535270188
"2016-03-16"	1316	505309918	105721142137
"2016-03-17"	736	921783602	203887567956
"2016-03-18"	2280	270668241	60766547886
"2016-03-19"	270	1596821579	324988834438
"2016-03-20"	22	103838770	23532687457
"2016-03-21"	331	192962494	39686220758
"2016-03-22"	250	2015600136	409253178620
"2016-03-23"	65	176562970	38887174449
"2016-03-24"	914	239756631	54069967570
"2016-03-25"	2288	503379921	102380385852
"2016-03-26"	312	438873890	84871671712
"2016-03-27"	315	726231124	52317909269
"2016-03-28"	654	872781254	193391255109
"2016-03-29"	154	770400077	181366204761
"2016-03-30"	536	550918246	131684652605
"2016-03-31"	354	3264381455	647351559347
"2016-04-01"	658	85013840	43112383439
"2016-04-02"	748	2880729722	724631899510
"2016-04-03"	949	193411330	97880163885
"2016-04-04"	506	2115541020	328293768118
"2016-04-05"	178	69694715	28101310984
"2016-04-06"	706	2850984807	485527616414
"2016-04-07"	261	45307504	7031060547
"2016-04-08"	12	194739	101800525
"2016-04-09"	884	128449387	37393084391
"2016-04-10"	148	55762536	15356044220
"2016-04-11"	521	6979161	3222891316
"2016-04-12"	20	187877016	41928705435
"2016-04-13"	971	15010511	4907531236
"2016-04-14"	581	394580999	116545760526
"2016-04-15"	302	172688030	39610248355
"2016-04-16"	96	25595544	12231634236
"2016-04-17"	8	999054	550276578
"2016-04-18"	1051	1027527718	165762136870
"2016-04-19"	3743	178174323	38974253767
"2016-04-20"	505	7464628687	1982684513833
"2016-04-21"	917	560864745	171299417804
"2016-04-22"	202	425327172	52978507397
"2016-04-23"	NA	NA	NA
"2016-04-24"	869	224115863	59082249459
"2016-04-25"	227	31407528	10327802608
"2016-04-26"	1853	292691312	67896828409
"2016-04-27"	NA	NA	NA
"2016-04-28"	1619	144782016	43206247193
"2016-04-29"	201	248465486	45192968434
"2016-04-30"	642	3231304073	576372680805
"2016-05-01"	634	115465866	41958491014
"2016-05-02"	2122	8770074510	1796414337575
"2016-05-03"	434	27637058	11446309292
"2016-05-04"	398	7251684337	1437981236820
"2016-05-05"	3055	5292180113	1131419788917
"2016-05-06"	157	6529688	3666775445
"2016-05-07"	175	412489874	164438208144
"2016-05-08"	47	169122188	32211143744
"2016-05-09"	30	5633167	2561536248
