"date"	"samples"	"reads"	"bases"
""	NA	NA	NA
"2015-01-01"	30	546837	118973384
"2015-01-02"	NA	NA	NA
"2015-01-03"	1	0	0
"2015-01-04"	NA	NA	NA
"2015-01-05"	NA	NA	NA
"2015-01-06"	10	690234161	69649805728
"2015-01-07"	136	3302848	1606582499
"2015-01-08"	NA	NA	NA
"2015-01-09"	343	258771377	59381018002
"2015-01-10"	NA	NA	NA
"2015-01-11"	NA	NA	NA
"2015-01-12"	NA	NA	NA
"2015-01-13"	NA	NA	NA
"2015-01-14"	NA	NA	NA
"2015-01-15"	NA	NA	NA
"2015-01-16"	96	1308063	450225119
"2015-01-17"	NA	NA	NA
"2015-01-18"	NA	NA	NA
"2015-01-19"	NA	NA	NA
"2015-01-20"	326	802155754	162053094727
"2015-01-21"	3	30053	15867918
"2015-01-22"	25	15989198	7053253414
"2015-01-23"	94	2983400	3074591324
"2015-01-24"	1	62782	40189185
"2015-01-25"	NA	NA	NA
"2015-01-26"	95	456509	180366938
"2015-01-27"	NA	NA	NA
"2015-01-28"	111	12669901	7247471950
"2015-01-29"	587	1278574	230143320
"2015-01-30"	44	12720613	4882740983
"2015-01-31"	525	2781416	765448680
"2015-02-01"	NA	NA	NA
"2015-02-02"	NA	NA	NA
"2015-02-03"	14	495470134	44499175650
"2015-02-04"	NA	NA	NA
"2015-02-05"	NA	NA	NA
"2015-02-06"	65	76319821	16185107965
"2015-02-07"	1631	5454175222	1273303179382
"2015-02-08"	NA	NA	NA
"2015-02-09"	139	57788009	14098125936
"2015-02-10"	NA	NA	NA
"2015-02-11"	4	3010373	1785177148
"2015-02-12"	25	25384641	15218651874
"2015-02-13"	105	34308547	7263244759
"2015-02-14"	58	9303382	2368525089
"2015-02-15"	458	161526445	43836788657
"2015-02-16"	117	1963142	983730477
"2015-02-17"	127	1599838211	255097573091
"2015-02-18"	243	47995710	9915322251
"2015-02-19"	NA	NA	NA
"2015-02-20"	2	10893	5787661
"2015-02-21"	21	1373530419	206029562850
"2015-02-22"	NA	NA	NA
"2015-02-23"	NA	NA	NA
"2015-02-24"	NA	NA	NA
"2015-02-25"	NA	NA	NA
"2015-02-26"	NA	NA	NA
"2015-02-27"	NA	NA	NA
"2015-02-28"	NA	NA	NA
"2015-03-01"	20	1307473	654942854
"2015-03-02"	69	12441211	931093145
"2015-03-03"	149	201503554	84037793202
"2015-03-04"	164	1518920597	460996158852
"2015-03-05"	2173	9238567196	1828496986096
"2015-03-06"	7	9820395	1726064097
"2015-03-07"	912	17042303	4298440298
"2015-03-08"	263	44957769	14194014876
"2015-03-09"	115	280082365	71648591393
"2015-03-10"	111	54419038	11996172530
"2015-03-11"	1418	6261963733	1255545162335
"2015-03-12"	1099	10479378092	2080336710338
"2015-03-13"	802	102312827	34460504827
"2015-03-14"	1	606867	98567305
"2015-03-15"	12	68242	35288750
"2015-03-16"	1870	757073029	168087040479
"2015-03-17"	159	1320276982	265494733659
"2015-03-18"	50	696907710	149184867923
"2015-03-19"	1	421306	180880411
"2015-03-20"	NA	NA	NA
"2015-03-21"	257	2887462	1306046366
"2015-03-22"	126	237392472	47653018223
"2015-03-23"	293	2386645	666840934
"2015-03-24"	684	1035535040	280707480081
"2015-03-25"	456	11441672	6018927164
"2015-03-26"	52	6969064	2424399733
"2015-03-27"	1	541379	98773736
"2015-03-28"	544	741709797	147980658110
"2015-03-29"	10	84094	45895059
"2015-03-30"	464	258833614	34096441368
"2015-03-31"	856	232570181	36319170229
"2015-04-01"	NA	NA	NA
"2015-04-02"	1059	230271653	59510956328
"2015-04-03"	419	8911882	2628910240
"2015-04-04"	271	2292667277	124659927147
