"date"	"samples"	"reads"	"bases"
"2012-10-14"	NA	NA	NA
"2012-10-15"	NA	NA	NA
"2012-10-16"	57	730451	365851025
"2012-10-17"	NA	NA	NA
"2012-10-18"	NA	NA	NA
"2012-10-19"	115	43201295	13474398653
"2012-10-20"	NA	NA	NA
"2012-10-21"	NA	NA	NA
"2012-10-22"	21	7624961	609714189
"2012-10-23"	NA	NA	NA
"2012-10-24"	14	16603328	3408178753
"2012-10-25"	NA	NA	NA
"2012-10-26"	32	112113712	22773260745
"2012-10-27"	724	193865988	19287936478
"2012-10-28"	NA	NA	NA
"2012-10-29"	35	53591468	10898207057
"2012-10-30"	47	525384	129429101
"2012-10-31"	170	89634494	11306194134
"2012-11-01"	117	259643	94411209
"2012-11-02"	1	294766	129788727
"2012-11-03"	NA	NA	NA
"2012-11-04"	NA	NA	NA
"2012-11-05"	NA	NA	NA
"2012-11-06"	606	529760917	105693626329
"2012-11-07"	NA	NA	NA
"2012-11-08"	4	992792	564631404
"2012-11-09"	NA	NA	NA
"2012-11-10"	NA	NA	NA
"2012-11-11"	NA	NA	NA
"2012-11-12"	34	1311582	665171432
"2012-11-13"	8	2000498	1019840127
"2012-11-14"	18	223726	110804471
"2012-11-15"	NA	NA	NA
"2012-11-16"	NA	NA	NA
"2012-11-17"	NA	NA	NA
"2012-11-18"	NA	NA	NA
"2012-11-19"	201	946772	361589916
"2012-11-20"	NA	NA	NA
"2012-11-21"	NA	NA	NA
"2012-11-22"	NA	NA	NA
"2012-11-23"	2	155408	50432540
"2012-11-24"	NA	NA	NA
"2012-11-25"	NA	NA	NA
"2012-11-26"	NA	NA	NA
"2012-11-27"	1	19185	7466206
"2012-11-28"	72	662500	279598791
"2012-11-29"	55	626752	321229267
"2012-11-30"	25	146908	82152301
"2012-12-01"	8	240445	117538599
"2012-12-02"	NA	NA	NA
"2012-12-03"	21	315500	167145619
"2012-12-04"	46	135191448	17010928651
"2012-12-05"	NA	NA	NA
"2012-12-06"	NA	NA	NA
"2012-12-07"	16	83763	41671871
"2012-12-08"	NA	NA	NA
"2012-12-09"	284	5963438	2889189770
"2012-12-10"	157	92726270	19892563001
"2012-12-11"	NA	NA	NA
"2012-12-12"	8	31892	14693690
"2012-12-13"	29	1645977567	336086283948
"2012-12-14"	12	407347	158814275
"2012-12-15"	NA	NA	NA
"2012-12-16"	NA	NA	NA
"2012-12-17"	NA	NA	NA
"2012-12-18"	NA	NA	NA
"2012-12-19"	NA	NA	NA
"2012-12-20"	NA	NA	NA
"2012-12-21"	NA	NA	NA
"2012-12-22"	NA	NA	NA
"2012-12-23"	282	52452816	7102015261
"2012-12-24"	NA	NA	NA
"2012-12-25"	NA	NA	NA
"2012-12-26"	NA	NA	NA
"2012-12-27"	6	98832688	7511284288
"2012-12-28"	85	89619450	19148878001
"2012-12-29"	3	71711117	7199898190
"2012-12-30"	552	922914640	188009918813
"2012-12-31"	27	193969355	39215612174
